ID,Area,City,Restaurant,Price,Avg ratings,Total ratings,Food type,Address,Delivery time,Normalized Restaurant
397022,Rajouri Garden,Delhi,Hira Lal Paan,200,4.3,50,"Paan,Beverages,Waffle",Rajouri Garden,74,hira lal paan
397171,Himayath Nagar,Hyderabad,Sunnys Chinese,350,3.5,20,Chinese,Himayath Nagar,31,unny chinee
397397,Powai,Mumbai,Pawri Kitchen,400,4.5,100,"Indian,Continental,Pastas",Powai,61,pawri kitchen
397492,Prahlad Nagar,Ahmedabad,Grab And Go,250,4.3,100,"Punjabi,Chinese,Continental",Vejalpur,44,grab & go
397744,Nsp,Delhi,Modern Caterers,300,4.2,1000,"North Indian,Chinese,Snacks,Beverages,Punjabi",Nsp,46,modern caterer
397913,Maninagar,Ahmedabad,Baked By Nini S,200,2.9,80,"Bakery,Desserts",Maninagar,54,baked by nini
397954,Rohini,Delhi,Cake All Time,200,2.9,80,"Bakery,Cafe",Rohini,56,cake all time
398030,Rajouri Garden,Delhi,Radha Swami Chaap Wala,300,2.9,80,"North Indian,Chinese,Tandoor",Rajouri Garden,76,radha wami chaap wala
398062,Basavanagudi,Bangalore,Manchurian Corner,300,2.9,80,Chinese,Basavanagudi,53,manchurian corner
398070,Basavanagudi,Bangalore,Jain And Veg Cuisines,300,3.6,20,"Indian,Jain,Beverages,Chinese",Basavanagudi,47,jain & veg cuiine
398747,Malleshwaram,Bangalore,Sri Sai Ram Chats And Juice Centre,200,4.1,100,"Chaat,Snacks",Malleshwaram,60,ri ai ram chat & juice centre
399096,Mylapore,Chennai,Hotel Chaithra,100,4.2,50,"South Indian,Chinese",Mylapore,53,hotel chaithra
399576,Kondhwa,Pune,Jyoti Restaurant,200,4.1,1000,"North Indian,South Indian,Beverages,Ice Cream,Chinese,Snacks",Kondhwa,62,jyoti retaurant
399910,Indiranagar,Bangalore,Ministry Of Ice Creams,350,2.9,80,"Ice Cream,Desserts,Beverages",Indiranagar,54,minitry of ice cream
400357,Annanagar,Chennai,Kolambu Box,300,2.9,80,"Indian,Street Food,European",Annanagar,62,kolambu box
400587,Santoshnagar & Saidabad,Hyderabad,Anu Tiffin Center,150,3.9,20,South Indian,Santoshnagar & Saidabad,47,anu tiffin center
400600,Matunga Wadala,Mumbai,The Batter Cake House,950,2.9,80,"Bakery,Desserts",Matunga Wadala,45,the batter cake houe
400777,Rohini,Delhi,Tummy Full,150,2.9,80,Snacks,Rohini,30,tummy full
401051,Ameerpet,Hyderabad,Milap Pan Shop,100,4.5,20,Paan,Ameerpet,67,milap pan hop
401165,Kothapet & Dilsukhnagar,Hyderabad,Milkshakes Hub N More,300,2.9,80,Beverages,Kothapet & Dilsukhnagar,68,milkhake hub n more
401306,George Town,Chennai,Guna Bhai Dosa,200,2.9,80,Indian,George Town,45,guna bhai doa
401571,Salt Lake,Kolkata,Starlight,350,2.9,80,Chinese  North Indian  Continental  Fast Food  Snacks,Salt Lake,72,tarlight
401645,Mogappair,Chennai,Havmor Havfunn,300,2.9,80,"Ice Cream,Indian",Mogappair,80,havmor havfunn
402069,Nallakunta & Vidyanagar,Hyderabad,Juice It Up,150,2.9,80,Chaat  Beverages  Juices,Nallakunta & Vidyanagar,48,juice it up
402234,Naranpura,Ahmedabad,All In One  Food Point,250,2.9,80,"Snacks,Italian,Continental",Naranpura,52,all in one  food point
402283,Sinhgad Road,Pune,Krishna Bikaner And Dry Fruits,250,2.9,80,Sweets,Sinhgad Road,68,krihna bikaner & dry fruit
402702,Athwa,Surat,Gourmet Ice Cream Cakes By Baskin Robbins,200,2.9,80,"Desserts,Ice Cream,Bakery",Ghodod Road,45,gourmet ice cream cake by bakin robbin
402771,Salt Lake,Kolkata,Teekha,500,4.3,20,"Indian,Fast Food,Mexican,Continental,Beverages",Salt Lake,68,teekha
403037,Royapuram,Chennai,Nic Natural Ice Creams,120,4.5,100,"Ice Cream,Desserts",Bc Press Road,52,nic natural ice cream
403038,Royapuram,Chennai,Grameen Kulfi,120,2.9,80,"Ice Cream,Desserts",Bc Press Road,52,grameen kulfi
403229,Ruby Area,Kolkata,Sri Krishna Hot Chips,200,4.4,20,Indian  Fast Food,Ruby Area,67,ri krihna hot chip
403318,Paldi & Ambawadi,Ahmedabad,Amazing Snacks,300,2.9,80,"Chinese,Beverages",Paldi & Ambawadi,49,amazing nack
403775,Koramangala,Bangalore,Khamma Ghani Sa,500,4.6,20,"North Indian,Rajasthani",Koramangala,59,khamma ghani a
403893,Royapettah,Chennai,Fasta Pizza,200,2.9,80,"Pizzas,Beverages",Royapettah,58,fata pizza
403909,Lake Town,Kolkata,Fries Before Guys,200,2.9,80,Beverages,Lake Town,79,frie before guy
404088,Jadavpur,Kolkata,Cfk,500,2.9,80,"Pizzas,Pastas,Fast Food",Jadavpur,90,cfk
404454,Vastrapur,Ahmedabad,The Food Box,300,2.9,80,"Italian,Pizzas,Pastas",Vastrapur,56,the food box
404496,Prashant Vihar,Delhi,Veer Ji Malai Chaap Wale  Prashant Vihar,200,3.6,100,"Indian,Tandoor",Rohini,47,veer ji malai chaap wale  prahant vihar
404781,Paschim Vihar,Delhi,Sayna Restaurant,150,2.9,80,North Indian,Paschim Vihar,65,ayna retaurant
405127,Koramangala,Bangalore,Hokart - Soori Chaats,150,4.9,20,"Fast Food,Street Food,Snacks,Chaat",Koramangala,59,hokart - oori chaat
405152,Kothapet & Dilsukhnagar,Hyderabad,New Sai Kailash Dhaba,250,4.2,100,"Chinese,Biryani,Combo",Kothapet & Dilsukhnagar,54,new ai kailah dhaba
405165,Sinhgad Road,Pune,Caramellas Cake Shop Navi Peth,100,2.9,80,Bakery,Sinhgad Road,33,caramella cake hop navi peth
405313,Sion Bhakti Park,Mumbai,Akkad Bakkad Bombay Boom,250,4.5,20,"Snacks,Italian,Pizzas",Sion Bhakti Park,52,akkad bakkad bombay boom
405368,Jodhpur Cross Road,Ahmedabad,New German Waffles & Co,200,2.9,80,"Beverages,Desserts,Fast Food",Prahlad Nagar,61,new german waffle & co
405967,Isanpur,Ahmedabad,Puffing - The Live Puff,80,4.7,50,Indian,Isanpur,49,puffing - the live puff
406185,Sarthana,Surat,Rasta One Nation,400,2.9,80,"Fast Food,Italian,Chinese,Beverages",Sarthana,54,rata one nation
406542,Vastrapur,Ahmedabad,Akkad Bakkad Bombay Boo,250,2.9,80,Fast Food,Vastrapur,49,akkad bakkad bombay boo
406713,Kondhwa,Pune,Lavaza Restaurant,225,2.9,80,"Fast Food,Indian,Beverages",Kondhwa,73,lavaza retaurant
406926,Paldi & Ambawadi,Ahmedabad,Sale & Pepe Pizzeria Neapolitan,700,2.9,80,Italian,Paldi & Ambawadi,38,ale & pepe pizzeria neapolitan
406947,Scruz Bandra East,Mumbai,A -1 Panipuri Center,60,2.9,80,"Chaat,Snacks",Scruz Bandra East,46,a -1 panipuri center
407008,Nallakunta & Vidyanagar,Hyderabad,Polpat,300,2.9,80,Indian,Nallakunta & Vidyanagar,50,polpat
407058,Camp,Pune,Mayas Kitchen,199,4.2,20,"Indian,Salads",Camp,47,maya kitchen
407297,Vastrapur,Ahmedabad,Aesh Cafe,200,2.9,80,"Continental,Italian,Pizzas,Snacks",Vastrapur,47,aeh cafe
407616,Navrangpura,Ahmedabad,La Pinoz Pizza Navrangpura,250,4.2,100,"Pizzas,Italian,Snacks,Desserts,Beverages",Navrangpura,39,la pinoz pizza navrangpura
407703,Piplod,Surat,Italian Roots,250,2.9,80,"Italian,Pizzas,Snacks",Piplod,69,italian root
407838,Ghatkopar Vikhroli,Mumbai,Mummas Yummy Bites,300,2.9,80,"Italian,Pizzas,Snacks",Ghatkopar Vikhroli,51,mumma yummy bite
407889,Vastrapur,Ahmedabad,Chow Chow Asian Kitchen,250,2.9,80,Chinese,Vastrapur,49,chow chow aian kitchen
408241,Maninagar,Ahmedabad,Er. Momo'S,200,2.9,80,"Chinese,Fast Food,Beverages,Combo",Maninagar,56,er. momo
408694,Wanowrie,Pune,Proper Pakoda,100,2.9,80,Snacks,Wanowrie,62,proper pakoda
408751,Begumpet,Hyderabad,Vijju Ki Bandi,200,4.0,20,South Indian  Chaat  Sweets,Begumpet,61,vijju ki bandi
408977,Santoshnagar & Saidabad,Hyderabad,Sri Sai Ram Darshini Tiffins And Meals,150,3.9,100,South Indian,Santoshnagar & Saidabad,43,ri ai ram darhini tiffin & meal
409017,Ameerpet,Hyderabad,Shree Sweets And Naamkeen,499,2.9,80,Sweets,Ameerpet,76,hree weet & naamkeen
409122,Sarthana,Surat,5 Hot Chillis Pizza & Mocktail Bar,200,2.9,80,"Italian,Fast Food",Sarthana,70,5 hot chilli pizza & mocktail bar
409412,Tolichowki,Hyderabad,Bombay Kulfis,100,2.9,80,Desserts,Tolichowki,65,bombay kulfi
409486,Rohini,Delhi,Aura Bakers,300,2.9,80,"Bakery,Indian,Chinese,Pastas,Snacks",Rohini,36,aura baker
409880,Vadapalani,Chennai,Thaai Mann,300,2.9,80,"Desserts,Fast Food,Sweets",Vadapalani,79,thaai mann
410301,Kilpauk,Chennai,Ramas Cafe,250,4.6,20,"South Indian,Sweets",Kilpauk,46,rama cafe
410891,Basavanagudi,Bangalore,Smoky And Snacky,180,2.9,80,"Chinese,Fast Food,Indian",Basavanagudi,49,moky & nacky
411774,Indiranagar,Bangalore,Delhi Chaat House,225,3.6,20,"Chaat,Indian",Indiranagar,60,delhi chaat houe
411961,Malleshwaram,Bangalore,Cream And Fudge,200,2.9,80,"Beverages,Desserts",Malleshwaram,64,cream & fudge
411982,Central Bangalore,Bangalore,Pure Punjabi Dhaba,200,2.9,80,"Indian,North Indian,Snacks",Central Bangalore,40,pure punjabi dhaba
411990, Akhbar Nagar Circle,Ahmedabad,Shiv Shakti Fast Food,200,2.9,80,"Gujarati,Fast Food",Naranpura,53,hiv hakti fat food
412378,South Kolkata,Kolkata,Truffle Square,300,2.9,80,Bakery,South Kolkata,59,truffle quare
412557,Narhe,Pune,Ganga Pure Veg,600,2.9,80,Indian,Narhe,74,ganga pure veg
412597,Indiranagar,Bangalore,Babaji Bites,250,2.9,80,"Chinese,Tandoor",Indiranagar,59,babaji bite
412721,T Nagar,Chennai,S3 Elite Family Dining,250,3.5,20,"Chinese,Thalis",T Nagar,71,3 elite family dining
414109,Kurla,Mumbai,R S Mani Cafe,200,4.2,20,"South Indian,Beverages",Kurla,40,r  mani cafe
414486,Isanpur,Ahmedabad,Tgb Bakery,200,2.9,80,Bakery,Isanpur,53,tgb bakery
414605,Uppal,Hyderabad,Natural Fruits And Juices,200,3.8,20,Juices  Salads,Uppal,57,natural fruit & juice
414675,Vastrapur,Ahmedabad,Mahakal Pakodi Center,200,4.1,20,Indian,Vastrapur,39,mahakal pakodi center
414885,Navrangpura,Ahmedabad,Creamy Heaven,300,2.9,80,"Ice Cream,Beverages",Navrangpura,40,creamy heaven
415392,Laldarwaja,Ahmedabad,Volga,500,2.9,80,"North Indian,Continental,Beverages",Laldarwaja,48,volga
415543,Marol Sakinaka,Mumbai,Afra Falooda Darbar,250,2.9,80,Beverages  Desserts,Marol Sakinaka,54,afra falooda darbar
415569,Mogapair,Chennai,Keventers Ice Creamery,300,4.7,20,"Ice Cream,Desserts",Vr Mall,86,keventer ice creamery
415571,Navrangpura,Ahmedabad,Keventers Ice Cream,300,4.6,20,"Ice Cream,Desserts",Navrangpura,36,keventer ice cream
415742,Rohini,Delhi,Dhaam Kitchen,300,2.9,80,"Indian,North Indian,Fast Food",Rohini,47,dhaam kitchen
415809,Kothapet & Dilsukhnagar,Hyderabad,Laddu Ji,200,2.9,80,Sweets,Kothapet & Dilsukhnagar,44,laddu ji
416010,Navrangpura,Ahmedabad,Foodcraft Kitchen,500,2.9,80,"Indian,Chinese,Fast Food,Punjabi",Navrangpura,39,foodcraft kitchen
416101,Laldarwaja,Ahmedabad,Frankie On Fire Raipur,240,2.9,80,"Fast Food,Snacks",Laldarwaja,47,frankie on fire raipur
416212,Vastrapur,Ahmedabad,Vanilla Sky,300,2.9,80,Chinese,Vastrapur,51,vanilla ky
416478,Kurla,Mumbai,World Of Donuts,200,2.9,80,"Desserts,Bakery",Kurla,39,world of donut
416536,Adajan,Surat,Punjabi Culture,300,3.4,100,"Punjabi,North Indian,Thalis,Desserts,Beverages",Adajan,52,punjabi culture
416629,Kodambakkam,Chennai,Krishna Sweet,100,3.9,20,Sweets,Kodambakkam,73,krihna weet
416896,Adajan,Surat,Slice And Dice Pizzeria,300,4.4,20,"Pizzas,Italian,Beverages,Juices",Adajan,60,lice & dice pizzeria
417144,Charminar,Hyderabad,Classic Ice Cream,200,2.9,80,"Ice Cream,Desserts",Charminar,55,claic ice cream
417158,Lake Town,Kolkata,M Hub,200,2.9,80,"Pizzas,Pastas,Fast Food,Beverages",Lake Town,78,m hub
417308,Rajouri Garden,Delhi,Amritsari Express,200,2.9,80,North Indian,Rajouri Garden,78,amritari expre
417454,Sri Nagar,Delhi,Calcutta Mithai,200,4.2,50,"Chaat,Sweets",Nsp,57,calcutta mithai
418077,Vastral,Ahmedabad,Ashirwad Dining Hall,200,2.9,80,"Indian,Chinese",Vastral,75,ahirwad dining hall
418299,Alipore,Kolkata,Roz Aana Punjab,300,2.9,80,Indian,Alipore,88,roz aana punjab
418326,Kothrud,Pune,Aditri Veg Restaurant,200,3.9,20,"Indian,South Indian,Chinese,Juices,Beverages,Tandoor,Maharashtrian",Kothrud,53,aditri veg retaurant
418400,Ghatkopar Vikhroli,Mumbai,Uk14 Icecream,150,2.9,80,Ice Cream  Beverages,Ghatkopar Vikhroli,46,uk14 icecream
418575,Navrangpura,Ahmedabad,Jay Rajeshwari,150,2.9,80,"SVANidhi Street Food Vendor,Fast Food,Indian",Navrangpura,44,jay rajehwari
418926,Burrabazar,Kolkata,Crown Cafe,120,2.9,80,South Indian  Snacks  Beverages,Burrabazar,49,crown cafe
419001,Navrangpura,Ahmedabad,Doughfather,300,2.9,80,"Pizzas,Bakery",Navrangpura,38,doughfather
419220,Rajajinagar,Bangalore,Dna Cuisine-Doctor Nutri Ambrosia,250,2.9,80,"Salads,Healthy Food,Beverages",Rajajinagar,71,dna cuiine-doctor nutri ambroia
419686,Majestic,Bangalore,Rr Spicy Bangarpet Chat House,150,2.9,80,"Chaat,Fast Food",Majestic,59,rr picy bangarpet chat houe
419772,Kothapet & Dilsukhnagar,Hyderabad,Chai Sutta Bar Dilsukhnagar,300,2.9,80,"Beverages,Fast Food",Kothapet & Dilsukhnagar,50,chai utta bar dilukhnagar
420467,Kothrud,Pune,Mummyjis,200,2.9,80,"Indian,Fast Food",Kothrud,60,mummyji
420484,Central Bangalore,Bangalore,Keventers Ice Cream,300,2.9,80,"Ice Cream,Desserts",Garuda Mall,38,keventer ice cream
420750,Annanagar,Chennai,Sudhas Chaat And Sweets,200,2.9,80,"Chaat,Combo,North Indian",Annanagar,69,udha chaat & weet
420764,Chembur,Mumbai,Verma Refreshments,100,4.2,20,"Fast Food,Snacks,Chaat",Chembur,41,verma refrehment
421134,Purasawalkam,Chennai,The Hut,200,2.9,80,"Fast Food,Beverages",Purasawalkam,49,the hut
421716,Athwa,Surat,Jalaram Thali,200,2.9,80,"Punjabi,Snacks,Chinese",Athwa,49,jalaram thali
421739,Mehdipatnam,Hyderabad,Bhavani Tiffins,250,2.9,80,South Indian,Mehdipatnam,55,bhavani tiffin
422113,Ghatkopar Vikhroli,Mumbai,Banglore Iyangars Bakery And Cake,200,2.9,80,Bakery  Desserts,Ghatkopar Vikhroli,54,banglore iyangar bakery & cake
422290,Paldi & Ambawadi,Ahmedabad,Baa Gruh Udhyog  Fast Food Services,300,2.9,80,"Fast Food,Snacks,Sweets",Paldi & Ambawadi,56,baa gruh udhyog  fat food ervice
422416,Chembur,Mumbai,Gupta Bhelpuri Stall,100,2.9,80,Chaat,Chembur,46,gupta bhelpuri tall
422630,Scruz Bandra East,Mumbai,Dosa Zone,100,2.9,80,South Indian,Scruz Bandra East,51,doa zone
422674,Jayanagar,Bangalore,Brown Burger Co Jayanagar,199,4.4,20,"Fast Food,Beverages",Jayanagar,54,brown burger co jayanagar
423071,Navrangpura,Ahmedabad,Kailash Bhel Pakodi Centre,100,4.2,20,Indian,Navrangpura,40,kailah bhel pakodi centre
423110,Burrabazar,Kolkata,Sugarroom,300,2.9,80,"Bakery,Beverages",Burrabazar,45,ugarroom
423208,Malleshwaram,Bangalore,Bangarpete Chats,199,2.9,80,Snacks,Malleshwaram,64,bangarpete chat
423422,Parvat Patiya,Surat,La Pino'Z Pizza,300,4.2,100,"Pizzas,Pastas,Beverages",Athwa,40,la pinoz pizza
423622,Shivaji Nagar,Pune,Mrigaya - Pukht Biryani And Mandi,300,2.9,80,South Indian,Shivaji Nagar,48,mrigaya - pukht biryani & mandi
423786,Viman Nagar,Pune,Sudama Bhel,200,2.9,80,"Fast Food,Chaat",Viman Nagar,74,udama bhel
423945,Honey Park,Surat,Milk Palace,300,2.9,80,Desserts,Honey Park,57,milk palace
423950,Malleshwaram,Bangalore,Sri Sai Ram Juice And Chats,150,2.9,80,Snacks,Malleshwaram,60,ri ai ram juice & chat
424107,Prahlad Nagar,Ahmedabad,Spicebox,250,2.9,80,"Indian,Pastas,Snacks",Satellite,54,picebox
424125,Sector -6,Delhi,Radhey Shyam Ki Rasoi,300,2.9,80,"North Indian,Chinese,Snacks,Thalis",Rohini,33,radhey hyam ki raoi
424595,Isanpur,Ahmedabad,Vipul Dudhiya Sweets (Nilkanth Enterprise),200,2.9,80,"Sweets,Snacks,Bakery",Isanpur,48,vipul dudhiya weet (nilkanth enterprie)
424609,Jayanagar,Bangalore,Bikaner Sweets,99,3.7,20,Sweets,Jayanagar,50,bikaner weet
424620,Rajajinagar,Bangalore,Rj 14 Kitchen,300,2.9,80,"North Indian,Thalis",Rajajinagar,63,rj 14 kitchen
424656,Rajajinagar,Bangalore,89 Express Dhaba,320,2.9,80,North Indian,Rajajinagar,72,89 expre dhaba
424870,Himayath Nagar,Hyderabad,Govindaas Sweet And Snacks,200,2.9,80,"Snacks,Fast Food",Himayath Nagar,37,govindaa weet & nack
425092,Rohini,Delhi,Hariram Sweets,200,3.7,20,Indian,Rohini,47,hariram weet
425118,Sarthana,Surat,Waterbomb Pani-Puri Shop,155,2.9,80,Snacks,Sarthana,67,waterbomb pani-puri hop
425144,Scruz Bandra East,Mumbai,Ms Dhamaka Food Factory,200,2.9,80,"Continental,Pizzas,Pastas",Scruz Bandra East,48,m dhamaka food factory
425357,Himayath Nagar,Hyderabad,Apple Cut,300,3.9,50,Healthy Food  Salads  Chaat,Himayath Nagar,35,apple cut
425478,Rohini,Delhi,Pasta Rasta.Com,200,2.9,80,"Italian,Chinese,Fast Food,Beverages",Rohini,49,pata rata.com
425482,Kodambakkam,Chennai,Sk Chats,400,2.9,80,"Chaat,Snacks",Kodambakkam,78,k chat
425514,Umra Jakat,Surat,Natural Ice Cream,150,4.6,100,Ice Cream,Umra Jakat,44,natural ice cream
426114,Kothapet & Dilsukhnagar,Hyderabad,Cakes07,199,2.9,80,Bakery,Kothapet & Dilsukhnagar,57,cake07
426351,Alipore,Kolkata,Mac Kitchen,200,2.9,80,"Indian,Chinese",Alipore,95,mac kitchen
426422,Annanagar,Chennai,Delara,800,2.9,80,Indian,Annanagar,65,delara
426785,Varachha,Surat,Fastfoodz,300,2.9,80,Snacks,Varachha,55,fatfoodz
426896,Alipore,Kolkata,To Go,200,4.8,20,"Pastas,Indian,Desserts,Beverages",Alipore,84,to go
426983,Kothapet & Dilsukhnagar,Hyderabad,The Magical Stone,200,2.9,80,"Ice Cream,Beverages",Kothapet & Dilsukhnagar,53,the magical tone
427083,Chembur,Mumbai,All Fruits Juice,300,2.9,80,"Beverages,Juices",Chembur,55,all fruit juice
427092,Alipore,Kolkata,Ma Bhawani,150,2.9,80,Indian  Snacks,Alipore,67,ma bhawani
427190,Alipore,Kolkata,Kishus,150,2.9,80,South Indian,Alipore,63,kihu
427388,Rohini,Delhi,Eat Thrill Zone,300,4.3,20,"Bakery,Tandoor,Fast Food,Chinese,Continental",Rohini,37,eat thrill zone
427393,Prahlad Nagar,Ahmedabad,Moms Makhni Punjabi Food,300,2.9,80,Indian,Prahlad Nagar,51,mom makhni punjabi food
427703,Kothapet & Dilsukhnagar,Hyderabad,Mumbai Kulfi Kothapet,150,2.9,80,"Ice Cream,Desserts",Kothapet & Dilsukhnagar,63,mumbai kulfi kothapet
428657,T Nagar,Chennai,Pachcha Kaththi,400,2.9,80,Indian,T Nagar,78,pachcha kaththi
428701,Vadapalani,Chennai,Juice Box,250,2.9,80,"Beverages,Snacks,Fast Food",Vadapalani,78,juice box
428717,Kothapet & Dilsukhnagar,Hyderabad,Chai Vaai Cafe,200,2.9,80,Snacks  Indian  Chinese,Kothapet & Dilsukhnagar,55,chai vaai cafe
428773,Vastrapur,Ahmedabad,Puffx Live Puff,200,2.9,80,Snacks,Vastrapur,47,puffx live puff
429131,Banjara Hills,Hyderabad,Dosa House Restaurant,150,2.9,80,South Indian  Biryani,Banjara Hills,55,doa houe retaurant
429135,Maninagar,Ahmedabad,The House Of Momo'S,200,4.3,20,"Tibetan,Chinese,Indian",Maninagar,45,the houe of momo
429273,Lake Town,Kolkata,Crazy Chaap Corner,300,2.9,80,"Tandoor,Chinese,Beverages",Lake Town,85,crazy chaap corner
429308,Ashok Vihar,Delhi,Quickey Snacks Corner,200,2.9,80,"Chinese,Snacks",Ashok Vihar,70,quickey nack corner
429336,Piplod,Surat,The Kafe Castle,300,2.9,80,"Beverages,Italian,Snacks,Fast Food",Piplod,62,the kafe catle
429392,Banjara Hills,Hyderabad,Rotiwalaz Food Services,300,2.9,80,Salads,Banjara Hills,39,rotiwalaz food ervice
429519,Vishrantwadi,Pune,A1 Paan Shop,100,2.9,80,Paan,Vishrantwadi,66,a1 paan hop
429738,Kothapet & Dilsukhnagar,Hyderabad,Quality Cakes,299,2.9,80,Bakery  Sweets  Desserts,Kothapet & Dilsukhnagar,63,quality cake
429951,Lake Town,Kolkata,The Rusk Cafe,149,2.9,80,Continental  Italian  Chinese  Beverages,Lake Town,81,the ruk cafe
430588,Kurla,Mumbai,Jumboking Indian Burger,150,4.1,20,"Fast Food,Continental",Kurla,38,jumboking indian burger
430805,Rohini,Delhi,Sizzling Grillz,300,2.9,80,Indian,Rohini,62,izzling grillz
430988,Navrangpura,Ahmedabad,Michael'S Icecream Burger,350,2.9,80,"Continental,Beverages,Desserts",Navrangpura,45,michael icecream burger
431370,Purasawalkam,Chennai,Nxtdoor,200,4.6,20,"Continental,Italian,Beverages",Purasawalkam,46,nxtdoor
431375,Isanpur,Ahmedabad,Food Mohalla,200,2.9,80,"Italian,Continental,Beverages",Isanpur,53,food mohalla
431477,Jadavpur,Kolkata,Tea Bar,100,2.9,80,"Beverages,Juices,Fast Food",Jadavpur,87,tea bar
431497,Lake Town,Kolkata,Shree Ganesh Home Kitchen,150,2.9,80,North Indian,Lake Town,98,hree ganeh home kitchen
431569,Alwarpet,Chennai,Jallikattu Biriyani,400,2.9,80,Biryani,Alwarpet,72,jallikattu biriyani
431682,Swargate,Pune,Sambar Pure Veg,150,2.9,80,"South Indian,Chinese,Beverages,Indian",Swargate,39,ambar pure veg
432043,Varachha,Surat,La Milano Pizzeria,198,4.4,20,Pizzas,Varachha,59,la milano pizzeria
432094,Esplanade,Kolkata,Keventers Ice Creamery,300,5.0,20,"Ice Cream,Desserts",New Empire Cinema Kolkata,45,keventer ice creamery
432169,Adajan,Surat,Jakaas Pizza Zone,300,2.9,80,"Chinese,Continental,Fast Food,Pizzas,Mexican",Adajan,59,jakaa pizza zone
432316,Paldi & Ambawadi,Ahmedabad,Jay Ambe Fast Food And Restaurant,250,2.9,80,"Fast Food,Thalis",Paldi & Ambawadi,35,jay ambe fat food & retaurant
432980,Lake Town,Kolkata,Grace Pav Bhaji,10,2.9,80,"South Indian,Snacks",Lake Town,85,grace pav bhaji
433674,Bangur,Kolkata,Island Of Creams,98,2.9,80,"Ice Cream,Desserts",Lake Town,80,iland of cream
434037,Purasawalkam,Chennai,The New Box,300,3.6,20,"Chinese,Fast Food,Indian",Purasawalkam,48,the new box
434076,Ghod Dod Road Sarelawadi,Surat,Koolfilicious & Mor,300,2.9,80,"Sweets,Bakery,Snacks",Athwa,39,koolfiliciou & mor
434241,Camp,Pune,Chatori Dilli,250,2.9,80,Fast Food,Camp,41,chatori dilli
434567,Vastrapur,Ahmedabad,Wok Palace,200,4.2,20,"Chinese,Asian,Combo,Thalis,Beverages,Pan-Asian,Jain",Vastrapur,50,wok palace
434629,Vastrapur,Ahmedabad,Meal Station,200,4.2,100,"Thalis,Punjabi,North Indian,Biryani,Indian,Gujarati,Chinese,Offer Valid only for New Customers,Tandoor,Bowl Company, Keventers & more,Combo,Salads,Desserts,Sweets,Healthy Food,Jain,Fast Food",Vastrapur,45,meal tation
434633,Vastrapur,Ahmedabad,Urban Chai,150,2.9,80,"Indian,Snacks,Fast Food,Continental,Beverages",Vastrapur,52,urban chai
434639,Jayanagar,Bangalore,Ragoos Express,350,2.9,80,"Italian,Mexican,Beverages,Desserts",Jayanagar,55,ragoo expre
434648,Chembur,Mumbai,Krishna Corner,220,2.9,80,"Beverages,Fast Food",Chembur,38,krihna corner
434665,Indiranagar,Bangalore,Idc Kitchen,200,4.2,100,"South Indian,Beverages,Snacks",Indiranagar,53,idc kitchen
434672,Royapettah,Chennai,Chettinese,300,2.9,80,"Chinese,Indian",Royapettah,57,chettinee
434743,Isanpur,Ahmedabad,The House Of Kitchen,200,2.9,80,"Indian,Thalis",Isanpur,55,the houe of kitchen
434748,Navrangpura,Ahmedabad,Coffee Byus,200,2.9,80,"Italian,Beverages,Continental",Navrangpura,46,coffee byu
434891,Piplod,Surat,Sip & Ride,500,2.9,80,"Beverages,Fast Food,Desserts",Piplod,52,ip & ride
434969,Marol Sakinaka,Mumbai,Meet And Eat Snacks Corner,160,2.9,80,South Indian,Marol Sakinaka,48,meet & eat nack corner
435040,Navrangpura,Ahmedabad,Jugaadi Foods,400,2.9,80,"North Indian,Biryani,Salads",Navrangpura,44,jugaadi food
435400,Uppal - Hyderabad,Hyderabad,Shakesphere,250,2.9,80,"Beverages,Fast Food",Tarnaka Nacharam & Malkajigiri,72,hakephere
435409,Bhavani Nagar Uppal - Hyderabad,Hyderabad,Super Naturals,250,2.9,80,Beverages,Tarnaka Nacharam & Malkajigiri,74,uper natural
435577,Paldi & Ambawadi,Ahmedabad,Grill On Fire,149,3.5,20,"Desserts,Fast Food",Paldi & Ambawadi,35,grill on fire
435632,Isanpur,Ahmedabad,Thali Express,200,2.9,80,"Indian,Thalis",Isanpur,55,thali expre
435811,Baguiati,Kolkata,Riddhi Siddhi Snacks,120,2.9,80,Snacks  Sweets,Chinar Park,90,riddhi iddhi nack
436133,Salt Lake,Kolkata,Aquajava Plush,800,2.9,80,Beverages,Salt Lake,66,aquajava pluh
436147,Station Road Ghatkopar West,Mumbai,7Th Heaven,105,2.9,80,"Bakery,Desserts",Ghatkopar Vikhroli,52,7th heaven
436223,Jayanagar,Bangalore,Stegi,1200,2.9,80,Italian,Jayanagar,50,tegi
436423,Perambur,Chennai,Sanjana Foods And Snacks,45,2.9,80,"Snacks,Sweets,Beverages",Perambur,57,anjana food & nack
436908,Kalyani Nagar,Pune,Amritsari Kulcha And Delhi'S Chaap,500,4.1,50,"Indian,Afghani,Fast Food,Thalis",Kalyani Nagar,58,amritari kulcha & delhi chaap
437005,Ameerpet,Hyderabad,Chandigarh Patiala Dhaba,350,2.9,80,North Indian  Sweets,Begumpet,62,chandigarh patiala dhaba
437160,Swargate,Pune,Niwara Cafe And Snacks,518,2.9,80,"Fast Food,Pizzas,Pastas",Swargate,47,niwara cafe & nack
