rank,Youtuber,subscribers,video views,category,Title,uploads,Country,Abbreviation,channel_type,video_views_rank,country_rank,channel_type_rank,video_views_for_the_last_30_days,lowest_monthly_earnings,highest_monthly_earnings,lowest_yearly_earnings,highest_yearly_earnings,subscribers_for_last_30_days,Gross tertiary education enrollment (%),Population,Unemployment rate,Urban_population,Latitude,Longitude,subscriber_bins,views_bins
732,o reino infantil,14600000,11182302317.0,music,o reino infantil,1206,brazil,br,music,369.0,40.0,131.0,109865000.0,27500.0,439500.0,329600.0,5300000.0,100000.0,51.3,212559417.0,12.08,183241641.0,-14.235004,-51.92528,Medium (10M - 50M),High (10B - 100B)
733,fifth harmony,14600000,7952268926.0,music,fifth harmony,67,united states,us,music,659.0,155.0,131.0,37632000.0,9400.0,150500.0,112900.0,1800000.0,0.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Medium (10M - 50M),Medium (1B - 10B)
734,mis pastelitos,14600000,2750902766.0,howto & style,mis pastelitos,603,mexico,mx,music,3248.0,27.0,131.0,50677000.0,12700.0,202700.0,152000.0,2400000.0,100000.0,40.2,126014024.0,3.42,102626859.0,23.634501,-102.552784,Medium (10M - 50M),Medium (1B - 10B)
735,noman official,14600000,5525773746.0,comedy,noman official,560,india,in,film,1185.0,106.0,38.0,139116000.0,34800.0,556500.0,417300.0,6700000.0,500000.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288,Medium (10M - 50M),Medium (1B - 10B)
736,legenda funk,14500000,2440718089.0,music,legendafunk,0,brazil,br,music,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.3,212559417.0,12.08,183241641.0,-14.235004,-51.92528,Medium (10M - 50M),Medium (1B - 10B)
737,like nastya stories,14500000,6944967581.0,entertainment,like nastya stories,479,united states,us,entertainment,848.0,156.0,151.0,29941000.0,7500.0,119800.0,89800.0,1400000.0,0.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Medium (10M - 50M),Medium (1B - 10B)
738,les boys tv2,14500000,4577292740.0,entertainment,les boys tv2,453,united states,us,film,1565.0,156.0,39.0,449576.0,112.0,1800.0,1300.0,21600.0,0.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Medium (10M - 50M),Medium (1B - 10B)
739,lotus music,14500000,1739129375.0,Other,lotus music,514,india,in,tech,5926.0,107.0,13.0,23034000.0,5800.0,92100.0,69100.0,1100000.0,100000.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288,Medium (10M - 50M),Medium (1B - 10B)
740,ideias incrï¿½ï¿½,14500000,3551889957.0,howto & style,ideias incrï¿½ï¿½,5430,brazil,br,howto,2269.0,41.0,26.0,2838000.0,709.0,11400.0,8500.0,136200.0,0.0,51.3,212559417.0,12.08,183241641.0,-14.235004,-51.92528,Medium (10M - 50M),Medium (1B - 10B)
741,reaction time,14500000,4260187928.0,entertainment,reaction time,1717,united states,us,entertainment,1747.0,156.0,151.0,9910000.0,2500.0,39600.0,29700.0,475700.0,0.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Medium (10M - 50M),Medium (1B - 10B)
742,bbc news,14500000,4598387043.0,news & politics,bbc news,18972,united kingdom,gb,news,1548.0,26.0,19.0,66273000.0,16600.0,265100.0,198800.0,3200000.0,100000.0,60.0,66834405.0,3.85,55908316.0,55.378051,-3.435973,Medium (10M - 50M),Medium (1B - 10B)
743,eli kids - cartoons & songs,14500000,4821183481.0,Other,eli kids - cartoons & songs,605,united states,us,music,1423.0,156.0,132.0,149241000.0,37300.0,597000.0,447700.0,7200000.0,400000.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Medium (10M - 50M),Medium (1B - 10B)
744,boram tube toysreview [ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿,14500000,5014888374.0,people & blogs,boram tube toysreview [ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï,618,south korea,kr,people,1364.0,14.0,47.0,4960000.0,1200.0,19800.0,14900.0,238100.0,0.0,94.3,51709098.0,4.15,42106719.0,35.907757,127.766922,Medium (10M - 50M),Medium (1B - 10B)
745,aadishakti films,14500000,6290721701.0,music,aadishakti films,4790,india,in,music,981.0,107.0,132.0,48447000.0,12100.0,193800.0,145300.0,2300000.0,200000.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288,Medium (10M - 50M),Medium (1B - 10B)
746,telemundo,14500000,8582696157.0,entertainment,telemundo,19201,united states,us,entertainment,592.0,156.0,151.0,48285000.0,12100.0,193100.0,144900.0,2300000.0,0.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Medium (10M - 50M),Medium (1B - 10B)
747,gmm25thailand,14500000,9383692066.0,entertainment,gmm25thailand,68606,thailand,th,entertainment,502.0,13.0,151.0,45622000.0,11400.0,182500.0,136900.0,2200000.0,100000.0,49.3,69625582.0,0.75,35294600.0,15.870032,100.992541,Medium (10M - 50M),Medium (1B - 10B)
748,tv9 bharatvarsh,14500000,10303519926.0,people & blogs,tv9 bharatvarsh,293516,india,in,news,414.0,106.0,18.0,418474000.0,104600.0,1700000.0,1300000.0,20100000.0,700000.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288,Medium (10M - 50M),High (10B - 100B)
749,maroon5vevo,14500000,20042571499.0,music,maroon5vevo,147,united states,us,music,123.0,156.0,132.0,98185000.0,24500.0,392700.0,294600.0,4700000.0,0.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Medium (10M - 50M),High (10B - 100B)
750,saad lamjarred | ï¿½ï¿½ï¿½ï¿½ï¿½ï¿,14500000,4315486422.0,music,saad lamjarred | ï¿½ï¿½ï¿½ï¿½ï¿½ï¿,176,morocco,ma,music,1710.0,1.0,132.0,37577000.0,9400.0,150300.0,112700.0,1800000.0,0.0,35.9,36910560.0,9.02,22975026.0,31.791702,-7.09262,Medium (10M - 50M),Medium (1B - 10B)
751,hear this music,14500000,9201428420.0,music,hear this music,39,Not Available,NA,music,518.0,4.0,132.0,48193000.0,12000.0,192800.0,144600.0,2300000.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,Medium (10M - 50M),Medium (1B - 10B)
752,lilly singh,14500000,3517662420.0,comedy,lilly singh,1064,canada,ca,comedy,2297.0,8.0,31.0,5329000.0,1300.0,21300.0,16000.0,255800.0,0.0,68.9,36991981.0,5.56,30628482.0,56.130366,-106.346771,Medium (10M - 50M),Medium (1B - 10B)
753,,14400000,600154268.0,entertainment,ýýýýýýýýýýýýýýýýýýýýý,364,south korea,kr,entertainment,21132.0,14.0,151.0,1370000.0,342.0,5500.0,4100.0,65700.0,300000.0,94.3,51709098.0,4.15,42106719.0,35.907757,127.766922,Medium (10M - 50M),Low (< 1B)
754,gyan gamingï¿½,14400000,2224121890.0,gaming,gyan gamingï¿½,3086,india,in,games,4292.0,107.0,52.0,13891000.0,3500.0,55600.0,41700.0,666800.0,100000.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288,Medium (10M - 50M),Medium (1B - 10B)
755,drawblogs,14400000,1629801448.0,entertainment,drawblogs,399,peru,pe,entertainment,6402.0,1.0,152.0,1002000.0,251.0,4000.0,3000.0,48100.0,0.0,70.7,32510453.0,3.31,25390339.0,-9.189967,-75.015152,Medium (10M - 50M),Medium (1B - 10B)
756,nobru,14400000,351763324.0,gaming,nobru,2,Not Available,NA,people,4057274.0,0.0,7596.0,2.0,0.0,0.01,0.01,0.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Medium (10M - 50M),Low (< 1B)
757,  i  ýý ý,14400000,2972474215.0,entertainment,ýýýýýýýýýýýý ýýýýýýýýýýýý i ýýýýýý ýý ýýýýýýýýý,381,saudi arabia,sa,entertainment,2934.0,6.0,152.0,4673000.0,1200.0,18700.0,14000.0,224300.0,0.0,68.0,34268528.0,5.93,28807838.0,23.885942,45.079162,Medium (10M - 50M),Medium (1B - 10B)
758,cyprien,14400000,3086254545.0,comedy,cyprien,222,france,fr,comedy,2767.0,2.0,32.0,11417000.0,2900.0,45700.0,34300.0,548000.0,0.0,65.6,67059887.0,8.43,54123364.0,46.227638,2.213749,Medium (10M - 50M),Medium (1B - 10B)
759,rclbeauty101,14400000,3900312631.0,comedy,rclbeauty101,463,united states,us,entertainment,1986.0,157.0,152.0,8636000.0,2200.0,34500.0,25900.0,414500.0,0.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Medium (10M - 50M),Medium (1B - 10B)
760,coke studio,14400000,4035738731.0,music,rohail hyatt,450,united states,us,music,23796.0,962.0,836.0,3557000.0,889.0,14200.0,10700.0,170700.0,10000.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Medium (10M - 50M),Medium (1B - 10B)
761,indore physical academy,14400000,4156427797.0,people & blogs,indore physical academy,1838,india,in,people,1793.0,107.0,47.0,70409000.0,17600.0,281600.0,211200.0,3400000.0,200000.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288,Medium (10M - 50M),Medium (1B - 10B)
762,rosanna pansino,14400000,4597228794.0,howto & style,rosanna pansino,1248,united states,us,howto,1552.0,157.0,27.0,26683000.0,6700.0,106700.0,80000.0,1300000.0,0.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Medium (10M - 50M),Medium (1B - 10B)
763,harry styles,14400000,5689224452.0,people & blogs,harrystyles,0,united states,us,games,4037956.0,7574.0,7340.0,0.0,0.0,0.0,0.0,0.0,0.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Medium (10M - 50M),Medium (1B - 10B)
764,vlad and niki prt,14400000,6543282459.0,Other,vlad and niki prt,516,united states,us,entertainment,918.0,157.0,152.0,40089000.0,10000.0,160400.0,120300.0,1900000.0,0.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Medium (10M - 50M),Medium (1B - 10B)
765,rs 1313 shorts,14400000,8011977288.0,entertainment,rs 1313 shorts,5628,india,in,entertainment,647.0,108.0,152.0,212639000.0,53200.0,850600.0,637900.0,10200000.0,200000.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288,Medium (10M - 50M),Medium (1B - 10B)
766,zig & sharko,14400000,9023952946.0,film & animation,zig & sharko,978,Not Available,NA,film,534.0,0.0,39.0,62689000.0,15700.0,250800.0,188100.0,3000000.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,Medium (10M - 50M),Medium (1B - 10B)
767,selenagomezvevo,14400000,11423792969.0,music,selenagomezvevo,186,united states,us,music,354.0,157.0,133.0,88657000.0,22200.0,354600.0,266000.0,4300000.0,0.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Medium (10M - 50M),High (10B - 100B)
768,zee5,14400000,18515587421.0,entertainment,zee5,101401,india,in,entertainment,142.0,108.0,152.0,149799000.0,37400.0,599200.0,449400.0,7200000.0,100000.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288,Medium (10M - 50M),High (10B - 100B)
769,super polina,14300000,4776507159.0,people & blogs,super polina,576,united states,us,entertainment,1452.0,158.0,153.0,413774.0,103.0,1700.0,1200.0,19900.0,100000.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Medium (10M - 50M),Medium (1B - 10B)
770,rebecca zamolo,14300000,6388439235.0,comedy,rebeccazamolo,1,united states,us,entertainment,4054606.0,6342.0,5464.0,0.0,0.0,0.0,0.0,0.0,0.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Medium (10M - 50M),Medium (1B - 10B)
771,wish 107.5,14200000,6048517979.0,music,wish 107.5,1823,philippines,ph,music,1036.0,8.0,134.0,62658000.0,15700.0,250600.0,188000.0,3000000.0,0.0,35.5,108116615.0,2.15,50975903.0,12.879721,121.774017,Medium (10M - 50M),Medium (1B - 10B)
772,invento na hora,14200000,4040297006.0,film & animation,invento na hora,1281,brazil,br,entertainment,1877.0,43.0,154.0,19029000.0,4800.0,76100.0,57100.0,913400.0,0.0,51.3,212559417.0,12.08,183241641.0,-14.235004,-51.92528,Medium (10M - 50M),Medium (1B - 10B)
773,sis vs bro,14200000,6973932553.0,entertainment,sis,60,ukraine,ua,entertainment,3739171.0,2460.0,4686.0,105.0,0.03,0.42,0.32,5.0,10.0,82.7,44385155.0,8.88,30835699.0,48.379433,31.16558,Medium (10M - 50M),Medium (1B - 10B)
774,nikkietutorials,14200000,1778318927.0,howto & style,nikkietutorials,876,netherlands,nl,entertainment,5764.0,2.0,154.0,35934000.0,9000.0,143700.0,107800.0,1700000.0,0.0,85.0,17332850.0,3.2,15924729.0,52.132633,5.291266,Medium (10M - 50M),Medium (1B - 10B)
775,tommyinnit,14200000,2084791147.0,gaming,tommyinnit,342,united kingdom,gb,games,4696.0,27.0,55.0,54291000.0,13600.0,217200.0,162900.0,2600000.0,200000.0,60.0,66834405.0,3.85,55908316.0,55.378051,-3.435973,Medium (10M - 50M),Medium (1B - 10B)
776,e-mastersensei,14200000,3920559552.0,gaming,e-mastersensei,1300,mexico,mx,games,1971.0,28.0,54.0,44575000.0,11100.0,178300.0,133700.0,2100000.0,200000.0,40.2,126014024.0,3.42,102626859.0,23.634501,-102.552784,Medium (10M - 50M),Medium (1B - 10B)
777,infobells - kannada,14200000,6554000320.0,education,infobells - kannada,433,india,in,education,912.0,110.0,37.0,141688000.0,35400.0,566800.0,425100.0,6800000.0,300000.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288,Medium (10M - 50M),Medium (1B - 10B)
778,crazy frog,14200000,7946322061.0,music,crazyfrog,0,Not Available,NA,games,4057944.0,0.0,7453.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Medium (10M - 50M),Medium (1B - 10B)
779,the dodo,14200000,9964116817.0,pets & animals,dorukhan gï¿½ï¿½ï,8,Not Available,NA,Unknown Type,4050736.0,0.0,0.0,7208.0,2.0,29.0,22.0,346.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Medium (10M - 50M),Medium (1B - 10B)
780,sevengers,14200000,10238593147.0,comedy,sevengers,872,india,in,comedy,422.0,110.0,33.0,367898000.0,92000.0,1500000.0,1100000.0,17700000.0,400000.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288,Medium (10M - 50M),High (10B - 100B)
781,zee bangla,14200000,11428794827.0,entertainment,zee bangla,132398,india,in,entertainment,352.0,109.0,153.0,59927000.0,15000.0,239700.0,179800.0,2900000.0,200000.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288,Medium (10M - 50M),High (10B - 100B)
782,dangmattsmith,14200000,3317805543.0,entertainment,dangmattsmith,1724,united states,us,entertainment,2485.0,159.0,154.0,12902000.0,3200.0,51600.0,38700.0,619300.0,0.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Medium (10M - 50M),Medium (1B - 10B)
783,neha kakkar,14100000,2131548711.0,music,neha kakkar,149,india,in,music,4624.0,110.0,134.0,25605000.0,6400.0,102400.0,76800.0,1200000.0,100000.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288,Medium (10M - 50M),Medium (1B - 10B)
784,#refugio mental,14100000,3594936775.0,entertainment,#refugio mental,846,Not Available,NA,entertainment,2218.0,0.0,155.0,6942000.0,1700.0,27800.0,20800.0,333200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Medium (10M - 50M),Medium (1B - 10B)
785,ýý ýý,14100000,3920221322.0,entertainment,ýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýý,65,Not Available,NA,Unknown Type,3999155.0,0.0,0.0,20351.0,5.0,81.0,61.0,977.0,132.0,0.0,0.0,0.0,0.0,0.0,0.0,Medium (10M - 50M),Medium (1B - 10B)
786,trap city,14100000,5129529846.0,music,trapcity,3,australia,au,people,4032620.0,3671.0,7629.0,147.0,0.04,0.59,0.44,7.0,1.0,113.1,25766605.0,5.27,21844756.0,-25.274398,133.775136,Medium (10M - 50M),Medium (1B - 10B)
787,supercar blondie,14100000,5405563355.0,autos & vehicles,supercar blondie,855,united arab emirates,ae,autos,1202.0,7.0,1.0,353259000.0,88300.0,1400000.0,1100000.0,17000000.0,500000.0,36.8,9770529.0,2.35,8479744.0,23.424076,53.847818,Medium (10M - 50M),Medium (1B - 10B)
788,yudist ardhana,14100000,6036496916.0,entertainment,yudist ardhana,2854,indonesia,id,entertainment,1029.0,27.0,154.0,176062000.0,44000.0,704200.0,528200.0,8500000.0,400000.0,36.3,270203917.0,4.69,151509724.0,-0.789275,113.921327,Medium (10M - 50M),Medium (1B - 10B)
789,lana del rey,14100000,6884215292.0,music,lana del rey,43,united states,us,music,856.0,160.0,135.0,135563000.0,33900.0,542300.0,406700.0,6500000.0,200000.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Medium (10M - 50M),Medium (1B - 10B)
790,malumavevo,14100000,19013942981.0,music,malumavevo,182,united states,us,music,138.0,160.0,135.0,98834000.0,24700.0,395300.0,296500.0,4700000.0,0.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Medium (10M - 50M),High (10B - 100B)
791,f2freestylers - ultimate soccer skills channel,14100000,3280481927.0,sports,f2freestylers - ultimate soccer skills channï¿½,777,united kingdom,gb,sports,2530.0,28.0,10.0,10222000.0,2600.0,40900.0,30700.0,490600.0,0.0,60.0,66834405.0,3.85,55908316.0,55.378051,-3.435973,Medium (10M - 50M),Medium (1B - 10B)
792,bie the ska,14100000,4627069704.0,entertainment,bie the ska,1540,thailand,th,entertainment,1531.0,14.0,155.0,12502000.0,3100.0,50000.0,37500.0,600100.0,100000.0,49.3,69625582.0,0.75,35294600.0,15.870032,100.992541,Medium (10M - 50M),Medium (1B - 10B)
793,am3nlc,14000000,4959982720.0,gaming,am3nlc,5757,brazil,br,people,1392.0,45.0,49.0,10210000.0,2600.0,40800.0,30600.0,490100.0,0.0,51.3,212559417.0,12.08,183241641.0,-14.235004,-51.92528,Medium (10M - 50M),Medium (1B - 10B)
794,narins beauty,14000000,2214167846.0,howto & style,narins beauty,431,sweden,se,entertainment,4325.0,3.0,156.0,13709000.0,3400.0,54800.0,41100.0,658000.0,0.0,67.0,10285453.0,6.48,9021165.0,60.128161,18.643501,Medium (10M - 50M),Medium (1B - 10B)
795,tv ana emilia,14000000,4674164601.0,people & blogs,tv ana emilia,651,mexico,mx,entertainment,1504.0,29.0,156.0,26783000.0,6700.0,107100.0,80300.0,1300000.0,100000.0,40.2,126014024.0,3.42,102626859.0,23.634501,-102.552784,Medium (10M - 50M),Medium (1B - 10B)
796,,14000000,7719743112.0,gaming,ýýýýýýýýýýýý,2210,russia,ru,games,703.0,12.0,56.0,150570000.0,37600.0,602300.0,451700.0,7200000.0,200000.0,81.9,144373535.0,4.59,107683889.0,61.52401,105.318756,Medium (10M - 50M),Medium (1B - 10B)
797,luli pampï¿½,14000000,8623705301.0,music,luli pampï¿½,294,spain,es,music,579.0,15.0,136.0,201659000.0,50400.0,806600.0,605000.0,9700000.0,100000.0,88.9,47076781.0,13.96,37927409.0,40.463667,-3.74922,Medium (10M - 50M),Medium (1B - 10B)
798,gallina pintadita,14000000,9660950823.0,music,gallina pintadita,62,mexico,mx,film,477.0,29.0,40.0,70626000.0,17700.0,282500.0,211900.0,3400000.0,0.0,40.2,126014024.0,3.42,102626859.0,23.634501,-102.552784,Medium (10M - 50M),Medium (1B - 10B)
799,viralhog,14000000,18917687143.0,people & blogs,viralhog,41117,united states,us,animals,136.0,159.0,3.0,1364000000.0,340900.0,5500000.0,4100000.0,65500000.0,1100000.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Medium (10M - 50M),High (10B - 100B)
800,etv jabardasth,14000000,13542939513.0,people & blogs,etv jabardasth,9652,india,in,comedy,268.0,111.0,34.0,133584000.0,33400.0,534300.0,400800.0,6400000.0,100000.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288,Medium (10M - 50M),High (10B - 100B)
801,zee telugu,14000000,12597067132.0,entertainment,zeetelugu,3,india,in,music,4039216.0,4651.0,4603.0,7.0,0.0,0.03,0.02,0.34,0.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288,Medium (10M - 50M),High (10B - 100B)
802,crescendo com luluca,14000000,5094050461.0,entertainment,crescendo com luluca,1307,brazil,br,people,1327.0,44.0,48.0,68058000.0,17000.0,272200.0,204200.0,3300000.0,100000.0,51.3,212559417.0,12.08,183241641.0,-14.235004,-51.92528,Medium (10M - 50M),Medium (1B - 10B)
803,jazzghost,13900000,5673347763.0,gaming,jazzghost,5494,brazil,br,games,1140.0,46.0,57.0,106718000.0,26700.0,426900.0,320200.0,5100000.0,100000.0,51.3,212559417.0,12.08,183241641.0,-14.235004,-51.92528,Medium (10M - 50M),Medium (1B - 10B)
804,karameeshchannel,13900000,9106781518.0,entertainment,karameeshchannel,2254,jordan,jo,music,526.0,3.0,137.0,87639000.0,21900.0,350600.0,262900.0,4200000.0,100000.0,34.4,10101694.0,14.72,9213048.0,30.585164,36.238414,Medium (10M - 50M),Medium (1B - 10B)
805,darkar company studios,13900000,2244318380.0,film & animation,darkar company studios,183,united states,us,comedy,4234.0,161.0,35.0,4598000.0,1100.0,18400.0,13800.0,220700.0,0.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Medium (10M - 50M),Medium (1B - 10B)
806,dental digest,13900000,7450345720.0,people & blogs,dental digest,324,Not Available,NA,people,745.0,0.0,50.0,231562000.0,57900.0,926200.0,694700.0,11100000.0,300000.0,0.0,0.0,0.0,0.0,0.0,0.0,Medium (10M - 50M),Medium (1B - 10B)
807,t-series regional,13900000,5217553897.0,entertainment,t-series regional,15075,india,in,music,1275.0,111.0,136.0,33484000.0,8400.0,133900.0,100500.0,1600000.0,100000.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288,Medium (10M - 50M),Medium (1B - 10B)
808,adel et sami,13900000,5465532801.0,entertainment,adel et sami,503,united states,us,entertainment,1200.0,161.0,157.0,26883000.0,6700.0,107500.0,80600.0,1300000.0,0.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Medium (10M - 50M),Medium (1B - 10B)
809,jamuna tv,13900000,12129583055.0,news & politics,jamuna tv24,6,bangladesh,bd,entertainment,4056658.0,3776.0,6756.0,1.0,0.0,0.0,0.0,0.05,0.0,20.6,167310838.0,4.19,60987417.0,23.684994,90.356331,Medium (10M - 50M),High (10B - 100B)
810,atlantic records,13900000,12513842343.0,music,atlantic records,1660,united states,us,music,307.0,161.0,137.0,97284000.0,24300.0,389100.0,291900.0,4700000.0,100000.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Medium (10M - 50M),High (10B - 100B)
811,ýý ýý ,13900000,8451754769.0,Other,ýýýýýýýý ýý ýýýýýýýýýýýý,504,united states,us,people,600.0,161.0,50.0,114261000.0,28600.0,457000.0,342800.0,5500000.0,200000.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Medium (10M - 50M),Medium (1B - 10B)
812,veritasium,13900000,2165885634.0,education,veritasium,369,united states,us,education,4466.0,161.0,38.0,44149000.0,11000.0,176600.0,132400.0,2100000.0,200000.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Medium (10M - 50M),Medium (1B - 10B)
813,alexa rivera,13900000,3193226072.0,howto & style,alexa rivera,288,Not Available,NA,entertainment,2613.0,0.0,157.0,142760000.0,35700.0,571000.0,428300.0,6900000.0,300000.0,0.0,0.0,0.0,0.0,0.0,0.0,Medium (10M - 50M),Medium (1B - 10B)
814,airrack,13800000,2224911030.0,entertainment,airrack,173,united states,us,entertainment,4285.0,161.0,157.0,99654000.0,24900.0,398600.0,299000.0,4800000.0,300000.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Medium (10M - 50M),Medium (1B - 10B)
815,hacksmith industries,13800000,1820559912.0,science & technology,hacksmith industries,887,canada,ca,tech,5524.0,10.0,14.0,83943000.0,21000.0,335800.0,251800.0,4000000.0,100000.0,68.9,36991981.0,5.56,30628482.0,56.130366,-106.346771,Medium (10M - 50M),Medium (1B - 10B)
816,jd pantoja,13800000,1493776391.0,people & blogs,jd pantoja,16,Not Available,NA,music,7134.0,0.0,138.0,13533000.0,3400.0,54100.0,40600.0,649600.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,Medium (10M - 50M),Medium (1B - 10B)
817,ýý/atro,13800000,2480957682.0,gaming,ýýýýýýýý/atro,1952,netherlands,nl,games,3690.0,4.0,58.0,55122000.0,13800.0,220500.0,165400.0,2600000.0,200000.0,85.0,17332850.0,3.2,15924729.0,52.132633,5.291266,Medium (10M - 50M),Medium (1B - 10B)
818,123 go! spanish,13800000,5019136690.0,people & blogs,123 go! spanish,520,mexico,mx,howto,1361.0,30.0,28.0,26519000.0,6600.0,106100.0,79600.0,1300000.0,100000.0,40.2,126014024.0,3.42,102626859.0,23.634501,-102.552784,Medium (10M - 50M),Medium (1B - 10B)
819,geo news,13800000,5727888539.0,news & politics,geo news,190093,pakistan,pk,news,1127.0,6.0,21.0,100053000.0,25000.0,400200.0,300200.0,4800000.0,100000.0,9.0,216565318.0,4.45,79927762.0,30.375321,69.345116,Medium (10M - 50M),Medium (1B - 10B)
820,kids tv india hindi nursery rhymes,13800000,6646953396.0,shows,kids tv india hindi nursery rhymes,1505,india,in,education,898.0,112.0,38.0,78651000.0,19700.0,314600.0,236000.0,3800000.0,100000.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288,Medium (10M - 50M),Medium (1B - 10B)
821,think music india,13800000,11039343563.0,music,think music india,4978,india,in,music,374.0,112.0,137.0,217106000.0,54300.0,868400.0,651300.0,10400000.0,200000.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288,Medium (10M - 50M),High (10B - 100B)
822,o que nï¿½ï¿½ï¿½ï¿½ï¿½ï¿,13700000,1967930734.0,comedy,o que nï¿½ï¿½ï¿½ï¿½ï¿½ï¿,696,brazil,br,entertainment,5035.0,47.0,159.0,87804000.0,22000.0,351200.0,263400.0,4200000.0,200000.0,51.3,212559417.0,12.08,183241641.0,-14.235004,-51.92528,Medium (10M - 50M),Medium (1B - 10B)
823,goldmines premiere,13700000,1973638757.0,entertainment,goldmines premiere,975,india,in,film,5047.0,113.0,41.0,37648000.0,9400.0,150600.0,112900.0,1800000.0,100000.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288,Medium (10M - 50M),Medium (1B - 10B)
824,maiki021,13700000,1950178163.0,entertainment,maiki021,3298,brazil,br,entertainment,5135.0,47.0,159.0,7438000.0,1900.0,29800.0,22300.0,357000.0,0.0,51.3,212559417.0,12.08,183241641.0,-14.235004,-51.92528,Medium (10M - 50M),Medium (1B - 10B)
825,the vishal bhatt,13700000,9596430464.0,comedy,the vishal bhatt,1040,india,in,comedy,487.0,113.0,36.0,379240000.0,94800.0,1500000.0,1100000.0,18200000.0,600000.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288,Medium (10M - 50M),Medium (1B - 10B)
826,nishamadhulika,13700000,2939201386.0,howto & style,nishamadhulika,2158,india,in,howto,2972.0,113.0,29.0,22235000.0,5600.0,88900.0,66700.0,1100000.0,100000.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288,Medium (10M - 50M),Medium (1B - 10B)
827,mymissanand,13700000,4963275018.0,people & blogs,mymissanand,340,india,in,entertainment,1387.0,113.0,159.0,27882000.0,7000.0,111500.0,83600.0,1300000.0,0.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288,Medium (10M - 50M),Medium (1B - 10B)
